"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
2.880111833E0;7.529342651E-2;7.723937988E-2;9.787097626E0;9.787692014E0
2.890090833E0;7.155120850E-2;7.753875732E-2;9.759704590E0;9.760274869E0
2.900069833E0;8.457412720E-2;7.229965210E-2;9.791288910E0;9.791921085E0
2.910049833E0;6.451583862E-2;6.197113037E-2;9.844727783E0;9.845134222E0
2.920028833E0;7.843688965E-2;6.945556641E-2;9.809550934E0;9.810110394E0
2.930007833E0;8.547225952E-2;8.128097534E-2;9.720037079E0;9.720752693E0
2.939986833E0;6.855743408E-2;8.412506104E-2;9.706415405E0;9.707022055E0
2.949965833E0;7.694000244E-2;7.229965210E-2;9.782906342E0;9.783476043E0
2.959944833E0;7.484436035E-2;7.499404907E-2;9.834399261E0;9.834969986E0
2.969923833E0;7.319778442E-2;7.813751221E-2;9.824819183E0;9.825402555E0
2.979902833E0;7.559280396E-2;7.499404907E-2;9.745035095E0;9.745616829E0
2.989881833E0;7.768844604E-2;7.244934082E-2;9.730365601E0;9.730945438E0
2.999860833E0;7.110214233E-2;7.903564453E-2;9.776020660E0;9.776598698E0
3.009839833E0;7.649093628E-2;7.484436035E-2;9.810898132E0;9.811481779E0
3.019818833E0;7.319778442E-2;7.963439941E-2;9.793833618E0;9.794430892E0
3.029798833E0;8.367599487E-2;8.113128662E-2;9.750124512E0;9.750821091E0
3.039777833E0;7.783813477E-2;7.783813477E-2;9.763895874E0;9.764516383E0
3.049756833E0;7.259902954E-2;7.903564453E-2;9.813143463E0;9.813730273E0
3.059735833E0;8.113128662E-2;6.825805664E-2;9.833052063E0;9.833623662E0
3.069714833E0;7.738906860E-2;7.484436035E-2;9.781708832E0;9.782301284E0
3.079694375E0;7.828720093E-2;7.514373779E-2;9.745184784E0;9.745788934E0
3.089673375E0;8.352630615E-2;7.858657837E-2;9.774074707E0;9.774747509E0
3.099652375E0;8.262817383E-2;8.023315430E-2;9.811796265E0;9.812472202E0
3.109631375E0;7.828720093E-2;7.619155884E-2;9.814939728E0;9.815547662E0
3.119610375E0;7.424560547E-2;7.738906860E-2;9.781409454E0;9.781997362E0
3.129589375E0;8.068222046E-2;7.873626709E-2;9.747430115E0;9.748082009E0
3.139568375E0;8.247848511E-2;7.499404907E-2;9.760602722E0;9.761239281E0
3.149548375E0;7.274871826E-2;7.469467163E-2;9.803713074E0;9.804267525E0
3.159527375E0;7.319778442E-2;7.888595581E-2;9.822424164E0;9.823013660E0
3.169506375E0;7.499404907E-2;7.679031372E-2;9.789792023E0;9.790380417E0
3.179485375E0;8.113128662E-2;7.918533325E-2;9.774224396E0;9.774881848E0
3.189464375E0;8.951385498E-2;7.888595581E-2;9.748627625E0;9.749357737E0
